sentence1,sentence2,score
Mobile app malware,Tampering with telematics unit (TCU) firmware,0.443808913230896
Mobile app malware,Remote control via malicious software,0.6165409684181213
Mobile app malware,USB vulnerabilitiies exploitation,0.22955816984176636
Mobile app malware,Car theft,0.27012231945991516
Mobile app malware,Mobile app spoofing,0.7585326433181763
Mobile app malware,Misleading information in OEM services,0.2338089942932129
Mobile app malware,Failure or malfunction of a sensor/actuator,0.23294810950756073
Mobile app malware,Failure or disruption of service,0.16346032917499542
Mobile app malware,Unauthorised violation of rules and regulations / breach of legislation / abuse of personal data,0.3655911087989807
Mobile app malware,Identity theft of driver,0.32478436827659607
Mobile app malware,Web application vulnerabilities,0.3925376832485199
Mobile app malware,Communication protocol and/or session hijacking,0.2909184694290161
Mobile app malware,Change of data or car components configuration,0.07970038056373596
Mobile app malware,Data loss,0.22903287410736084
Mobile app malware,Operator-sided data leakage in OEM and/or car devices,0.29532498121261597
Mobile app malware,Using information and/or devices from an unreliable source,0.42996370792388916
Mobile app malware,Collection of data not required for the driver-consented purpose,0.1770855039358139
Mobile app malware,Failure to meet contractual requirements,0.017880380153656006
Mobile app malware,Loss of GNSS signal,0.16835983097553253
Mobile app malware,Weak password,0.3392164707183838
Mobile app malware,CAN frame tampering,0.35941779613494873
Mobile app malware,Smart key jamming,0.4067504405975342
Mobile app malware,Data aggregation and profiling of the driver,0.15026715397834778
Mobile app malware,Remote arbitrary code execution on telematics unit (TCU),0.28884902596473694
Mobile app malware,Remote access via telematics unit (TCU),0.24551068246364594
Mobile app malware,"Message capture, analysis and replay",0.15261730551719666
Mobile app malware,Data aggregation and profiling of the vehicle from sensors,0.24273529648780823
Mobile app malware,Data aggregation and profiling of the vehicle from pseudonymous positions,0.19804887473583221
Mobile app malware,Smart key bruteforcing,0.34076979756355286
Mobile app malware,Arbitrary code execution on telematics unit (TCU) by tampering the device firmware,0.46093228459358215
Mobile app malware,CAN eavesdropping,0.2815530300140381
Mobile app malware,Spying and tracking of the driver,0.20891256630420685
Mobile app malware,Manipulation of hardware to extract sensitive data,0.3609183728694916
Mobile app malware,Tampering with telematics unit (TCU) firmware to extract sensitive data,0.46661898493766785
Mobile app malware,Manipulation of firmware in vehicle devices,0.37190020084381104
Mobile app malware,Data aggregation and profiling of the vehicle from sensors and/or pseudonymous positions,0.2742636501789093
Mobile app malware,GPS spoofing,0.3103138506412506
Mobile app malware,Smart key cloning,0.41406315565109253
Mobile app malware,V2X message replay,0.06026129424571991
Mobile app malware,V2X data tampering,0.30904391407966614
Mobile app malware,V2X eavesdropping,0.1254546046257019
Mobile app malware,Infotainment reverse engineering and alteration,0.09721542149782181
Mobile app malware,Insecure data transfer in OEM and/or car services,0.24933189153671265
Mobile app malware,Insufficient deletion of driver data,0.11882001161575317
Mobile app malware,Insufficient data quality in OEM and/or car services,0.14771240949630737
Mobile app malware,Insufficient data breach response from OEM,0.07296083867549896
Mobile app malware,Insufficient data structure model to handle driver rights,0.09010840952396393
Mobile app malware,"Inappropriate or non-transparent policies, terms and conditions to driver",0.13089796900749207
Mobile app malware,Missing or insufficient session expiration,0.07826977223157883
Mobile app malware,Inability of driver to access and modify data,0.07771161943674088
Mobile app malware,"Sharing, transfer or processing through 3rd party of driver data",0.09055537730455399
Software vulnerabilities exploitation,Arbitrary code execution on telematics unit (TCU),0.2907979190349579
Software vulnerabilities exploitation,"Manipulation of physical sensors, memories and features",0.3079919219017029
Software vulnerabilities exploitation,Tampering with telematics unit (TCU) firmware,0.35213229060173035
Software vulnerabilities exploitation,Remote control via malicious software,0.4809333086013794
Software vulnerabilities exploitation,USB vulnerabilitiies exploitation,0.5737863183021545
Software vulnerabilities exploitation,Car theft,0.28798726201057434
Software vulnerabilities exploitation,Mobile app spoofing,0.3266858458518982
Software vulnerabilities exploitation,Misleading information in OEM services,0.1822175234556198
Software vulnerabilities exploitation,Failure or malfunction of a sensor/actuator,0.27189901471138
Software vulnerabilities exploitation,Failure or disruption of service,0.09040963649749756
Software vulnerabilities exploitation,Unauthorised violation of rules and regulations / breach of legislation / abuse of personal data,0.4510045051574707
Software vulnerabilities exploitation,Identity theft of driver,0.3523195683956146
Software vulnerabilities exploitation,Web application vulnerabilities,0.7053952813148499
Software vulnerabilities exploitation,Communication protocol and/or session hijacking,0.3786996006965637
Software vulnerabilities exploitation,Change of data or car components configuration,0.10323520749807358
Software vulnerabilities exploitation,Data loss,0.18419981002807617
Software vulnerabilities exploitation,Operator-sided data leakage in OEM and/or car devices,0.36266636848449707
Software vulnerabilities exploitation,Using information and/or devices from an unreliable source,0.2835674285888672
Software vulnerabilities exploitation,Collection of data not required for the driver-consented purpose,0.2859552204608917
Software vulnerabilities exploitation,Failure to meet contractual requirements,0.20680873095989227
Software vulnerabilities exploitation,Loss of GNSS signal,0.10068223625421524
Software vulnerabilities exploitation,Weak password,0.4721676707267761
Software vulnerabilities exploitation,CAN frame tampering,0.40858739614486694
Software vulnerabilities exploitation,Smart key jamming,0.30864426493644714
Software vulnerabilities exploitation,Data aggregation and profiling of the driver,0.22653807699680328
Software vulnerabilities exploitation,Remote arbitrary code execution on telematics unit (TCU),0.2614462375640869
Software vulnerabilities exploitation,Remote access via telematics unit (TCU),0.15585464239120483
Software vulnerabilities exploitation,"Message capture, analysis and replay",0.19270195066928864
Software vulnerabilities exploitation,Data aggregation and profiling of the vehicle from sensors,0.2769223749637604
Software vulnerabilities exploitation,Data aggregation and profiling of the vehicle from pseudonymous positions,0.2822844386100769
Software vulnerabilities exploitation,Smart key bruteforcing,0.2889363765716553
Software vulnerabilities exploitation,Arbitrary code execution on telematics unit (TCU) by tampering the device firmware,0.3737671375274658
Software vulnerabilities exploitation,CAN eavesdropping,0.28991684317588806
Software vulnerabilities exploitation,Spying and tracking of the driver,0.2231106460094452
Software vulnerabilities exploitation,Manipulation of hardware to extract sensitive data,0.4521789848804474
Software vulnerabilities exploitation,Tampering with telematics unit (TCU) firmware to extract sensitive data,0.4077082574367523
Software vulnerabilities exploitation,Manipulation of firmware in vehicle devices,0.37591955065727234
Software vulnerabilities exploitation,Data aggregation and profiling of the vehicle from sensors and/or pseudonymous positions,0.3295818567276001
Software vulnerabilities exploitation,GPS spoofing,0.17105193436145782
Software vulnerabilities exploitation,Smart key cloning,0.28254979848861694
Software vulnerabilities exploitation,V2X message replay,0.17944060266017914
Software vulnerabilities exploitation,V2X data tampering,0.3798159956932068
Software vulnerabilities exploitation,V2X eavesdropping,0.2465752363204956
Software vulnerabilities exploitation,Infotainment reverse engineering and alteration,0.1228518933057785
Software vulnerabilities exploitation,Insecure data transfer in OEM and/or car services,0.2859635651111603
Software vulnerabilities exploitation,Insufficient deletion of driver data,0.18929795920848846
Software vulnerabilities exploitation,Insufficient data quality in OEM and/or car services,0.20383822917938232
Software vulnerabilities exploitation,Insufficient data breach response from OEM,0.14878350496292114
Software vulnerabilities exploitation,Insufficient data structure model to handle driver rights,0.19926804304122925
Software vulnerabilities exploitation,"Inappropriate or non-transparent policies, terms and conditions to driver",0.2680172026157379
Software vulnerabilities exploitation,Missing or insufficient session expiration,0.22139912843704224
Software vulnerabilities exploitation,Inability of driver to access and modify data,0.16957779228687286
Software vulnerabilities exploitation,"Sharing, transfer or processing through 3rd party of driver data",0.15886712074279785
Arbitrary code execution on telematics unit (TCU),"Manipulation of physical sensors, memories and features",0.33464178442955017
Arbitrary code execution on telematics unit (TCU),Tampering with telematics unit (TCU) firmware,0.6711903214454651
Arbitrary code execution on telematics unit (TCU),Remote control via malicious software,0.4738793671131134
Arbitrary code execution on telematics unit (TCU),USB vulnerabilitiies exploitation,0.2327553778886795
Arbitrary code execution on telematics unit (TCU),Car theft,0.17534217238426208
Arbitrary code execution on telematics unit (TCU),Mobile app spoofing,0.3815534710884094
Arbitrary code execution on telematics unit (TCU),Misleading information in OEM services,0.3188434839248657
Arbitrary code execution on telematics unit (TCU),Failure or malfunction of a sensor/actuator,0.43237975239753723
Arbitrary code execution on telematics unit (TCU),Failure or disruption of service,0.20883618295192719
Arbitrary code execution on telematics unit (TCU),Unauthorised violation of rules and regulations / breach of legislation / abuse of personal data,0.3832734227180481
Arbitrary code execution on telematics unit (TCU),Identity theft of driver,0.31507056951522827
Arbitrary code execution on telematics unit (TCU),Web application vulnerabilities,0.1857871115207672
Arbitrary code execution on telematics unit (TCU),Communication protocol and/or session hijacking,0.3494229316711426
Arbitrary code execution on telematics unit (TCU),Change of data or car components configuration,0.24691937863826752
Arbitrary code execution on telematics unit (TCU),Data loss,0.18740417063236237
Arbitrary code execution on telematics unit (TCU),Operator-sided data leakage in OEM and/or car devices,0.3461436331272125
Arbitrary code execution on telematics unit (TCU),Using information and/or devices from an unreliable source,0.45748573541641235
Arbitrary code execution on telematics unit (TCU),Collection of data not required for the driver-consented purpose,0.3862456977367401
Arbitrary code execution on telematics unit (TCU),Failure to meet contractual requirements,0.1885605752468109
Arbitrary code execution on telematics unit (TCU),Loss of GNSS signal,0.3190147876739502
Arbitrary code execution on telematics unit (TCU),Weak password,0.20081831514835358
Arbitrary code execution on telematics unit (TCU),CAN frame tampering,0.429830402135849
Arbitrary code execution on telematics unit (TCU),Smart key jamming,0.38254761695861816
Arbitrary code execution on telematics unit (TCU),Data aggregation and profiling of the driver,0.23361681401729584
Arbitrary code execution on telematics unit (TCU),Remote arbitrary code execution on telematics unit (TCU),0.9185276031494141
Arbitrary code execution on telematics unit (TCU),Remote access via telematics unit (TCU),0.6731353998184204
Arbitrary code execution on telematics unit (TCU),"Message capture, analysis and replay",0.27448520064353943
Arbitrary code execution on telematics unit (TCU),Data aggregation and profiling of the vehicle from sensors,0.25117233395576477
Arbitrary code execution on telematics unit (TCU),Data aggregation and profiling of the vehicle from pseudonymous positions,0.3854596018791199
Arbitrary code execution on telematics unit (TCU),Smart key bruteforcing,0.3507780134677887
Arbitrary code execution on telematics unit (TCU),Arbitrary code execution on telematics unit (TCU) by tampering the device firmware,0.8048371076583862
Arbitrary code execution on telematics unit (TCU),CAN eavesdropping,0.3367742598056793
Arbitrary code execution on telematics unit (TCU),Spying and tracking of the driver,0.30755487084388733
Arbitrary code execution on telematics unit (TCU),Manipulation of hardware to extract sensitive data,0.4164687693119049
Arbitrary code execution on telematics unit (TCU),Tampering with telematics unit (TCU) firmware to extract sensitive data,0.6578559279441833
Arbitrary code execution on telematics unit (TCU),Manipulation of firmware in vehicle devices,0.32946717739105225
Arbitrary code execution on telematics unit (TCU),Data aggregation and profiling of the vehicle from sensors and/or pseudonymous positions,0.4020756483078003
Arbitrary code execution on telematics unit (TCU),GPS spoofing,0.35269850492477417
Arbitrary code execution on telematics unit (TCU),Smart key cloning,0.36778393387794495
Arbitrary code execution on telematics unit (TCU),V2X message replay,0.18720664083957672
Arbitrary code execution on telematics unit (TCU),V2X data tampering,0.3898667097091675
Arbitrary code execution on telematics unit (TCU),V2X eavesdropping,0.28947001695632935
Arbitrary code execution on telematics unit (TCU),Infotainment reverse engineering and alteration,0.38363558053970337
Arbitrary code execution on telematics unit (TCU),Insecure data transfer in OEM and/or car services,0.309248685836792
Arbitrary code execution on telematics unit (TCU),Insufficient deletion of driver data,0.31379207968711853
Arbitrary code execution on telematics unit (TCU),Insufficient data quality in OEM and/or car services,0.23790286481380463
Arbitrary code execution on telematics unit (TCU),Insufficient data breach response from OEM,0.19792130589485168
Arbitrary code execution on telematics unit (TCU),Insufficient data structure model to handle driver rights,0.21093229949474335
Arbitrary code execution on telematics unit (TCU),"Inappropriate or non-transparent policies, terms and conditions to driver",0.303263783454895
Arbitrary code execution on telematics unit (TCU),Missing or insufficient session expiration,0.2596251666545868
Arbitrary code execution on telematics unit (TCU),Inability of driver to access and modify data,0.2564457058906555
Arbitrary code execution on telematics unit (TCU),"Sharing, transfer or processing through 3rd party of driver data",0.18743392825126648
"Manipulation of physical sensors, memories and features",Tampering with telematics unit (TCU) firmware,0.41572296619415283
"Manipulation of physical sensors, memories and features",Remote control via malicious software,0.35310161113739014
"Manipulation of physical sensors, memories and features",USB vulnerabilitiies exploitation,0.2189856916666031
"Manipulation of physical sensors, memories and features",Car theft,0.1381075531244278
"Manipulation of physical sensors, memories and features",Mobile app spoofing,0.4088923931121826
"Manipulation of physical sensors, memories and features",Misleading information in OEM services,0.25811317563056946
"Manipulation of physical sensors, memories and features",Failure or malfunction of a sensor/actuator,0.3468557298183441
"Manipulation of physical sensors, memories and features",Failure or disruption of service,0.008016956970095634
"Manipulation of physical sensors, memories and features",Unauthorised violation of rules and regulations / breach of legislation / abuse of personal data,0.2641271948814392
"Manipulation of physical sensors, memories and features",Identity theft of driver,0.2769324779510498
"Manipulation of physical sensors, memories and features",Web application vulnerabilities,0.23764275014400482
"Manipulation of physical sensors, memories and features",Communication protocol and/or session hijacking,0.22085875272750854
"Manipulation of physical sensors, memories and features",Change of data or car components configuration,0.2452465295791626
"Manipulation of physical sensors, memories and features",Data loss,0.19761142134666443
"Manipulation of physical sensors, memories and features",Operator-sided data leakage in OEM and/or car devices,0.3689217269420624
"Manipulation of physical sensors, memories and features",Using information and/or devices from an unreliable source,0.46570679545402527
"Manipulation of physical sensors, memories and features",Collection of data not required for the driver-consented purpose,0.2613806426525116
"Manipulation of physical sensors, memories and features",Failure to meet contractual requirements,0.0050103142857551575
"Manipulation of physical sensors, memories and features",Loss of GNSS signal,0.11188284307718277
"Manipulation of physical sensors, memories and features",Weak password,0.196243554353714
"Manipulation of physical sensors, memories and features",CAN frame tampering,0.34919121861457825
"Manipulation of physical sensors, memories and features",Smart key jamming,0.43210315704345703
"Manipulation of physical sensors, memories and features",Data aggregation and profiling of the driver,0.3316127061843872
"Manipulation of physical sensors, memories and features",Remote arbitrary code execution on telematics unit (TCU),0.3372195065021515
"Manipulation of physical sensors, memories and features",Remote access via telematics unit (TCU),0.3388596475124359
"Manipulation of physical sensors, memories and features","Message capture, analysis and replay",0.3548538088798523
"Manipulation of physical sensors, memories and features",Data aggregation and profiling of the vehicle from sensors,0.44446274638175964
"Manipulation of physical sensors, memories and features",Data aggregation and profiling of the vehicle from pseudonymous positions,0.3981013596057892
"Manipulation of physical sensors, memories and features",Smart key bruteforcing,0.4029462933540344
"Manipulation of physical sensors, memories and features",Arbitrary code execution on telematics unit (TCU) by tampering the device firmware,0.4264909625053406
"Manipulation of physical sensors, memories and features",CAN eavesdropping,0.34779271483421326
"Manipulation of physical sensors, memories and features",Spying and tracking of the driver,0.3353622853755951
"Manipulation of physical sensors, memories and features",Manipulation of hardware to extract sensitive data,0.46680888533592224
"Manipulation of physical sensors, memories and features",Tampering with telematics unit (TCU) firmware to extract sensitive data,0.4183032214641571
"Manipulation of physical sensors, memories and features",Manipulation of firmware in vehicle devices,0.4123663306236267
"Manipulation of physical sensors, memories and features",Data aggregation and profiling of the vehicle from sensors and/or pseudonymous positions,0.4809173345565796
"Manipulation of physical sensors, memories and features",GPS spoofing,0.3641006350517273
"Manipulation of physical sensors, memories and features",Smart key cloning,0.4352816343307495
"Manipulation of physical sensors, memories and features",V2X message replay,0.16995635628700256
"Manipulation of physical sensors, memories and features",V2X data tampering,0.33407071232795715
"Manipulation of physical sensors, memories and features",V2X eavesdropping,0.22725512087345123
"Manipulation of physical sensors, memories and features",Infotainment reverse engineering and alteration,0.3837438225746155
"Manipulation of physical sensors, memories and features",Insecure data transfer in OEM and/or car services,0.26379069685935974
"Manipulation of physical sensors, memories and features",Insufficient deletion of driver data,0.20340339839458466
"Manipulation of physical sensors, memories and features",Insufficient data quality in OEM and/or car services,0.16999360918998718
"Manipulation of physical sensors, memories and features",Insufficient data breach response from OEM,0.1201993003487587
"Manipulation of physical sensors, memories and features",Insufficient data structure model to handle driver rights,0.11558154225349426
"Manipulation of physical sensors, memories and features","Inappropriate or non-transparent policies, terms and conditions to driver",0.10557455569505692
"Manipulation of physical sensors, memories and features",Missing or insufficient session expiration,0.1284652054309845
"Manipulation of physical sensors, memories and features",Inability of driver to access and modify data,0.24209579825401306
"Manipulation of physical sensors, memories and features","Sharing, transfer or processing through 3rd party of driver data",0.17566648125648499
Tampering with telematics unit (TCU) firmware,Remote control via malicious software,0.5071098804473877
Tampering with telematics unit (TCU) firmware,USB vulnerabilitiies exploitation,0.2546278238296509
Tampering with telematics unit (TCU) firmware,Car theft,0.21928270161151886
Tampering with telematics unit (TCU) firmware,Mobile app spoofing,0.47148749232292175
Tampering with telematics unit (TCU) firmware,Misleading information in OEM services,0.3455272316932678
Tampering with telematics unit (TCU) firmware,Failure or malfunction of a sensor/actuator,0.375773161649704
Tampering with telematics unit (TCU) firmware,Failure or disruption of service,0.16126343607902527
Tampering with telematics unit (TCU) firmware,Unauthorised violation of rules and regulations / breach of legislation / abuse of personal data,0.3092239499092102
Tampering with telematics unit (TCU) firmware,Identity theft of driver,0.3128313720226288
Tampering with telematics unit (TCU) firmware,Web application vulnerabilities,0.2636493444442749
Tampering with telematics unit (TCU) firmware,Communication protocol and/or session hijacking,0.31181830167770386
Tampering with telematics unit (TCU) firmware,Change of data or car components configuration,0.40403375029563904
Tampering with telematics unit (TCU) firmware,Data loss,0.18247543275356293
Tampering with telematics unit (TCU) firmware,Operator-sided data leakage in OEM and/or car devices,0.39482739567756653
Tampering with telematics unit (TCU) firmware,Using information and/or devices from an unreliable source,0.4923453629016876
Tampering with telematics unit (TCU) firmware,Collection of data not required for the driver-consented purpose,0.2880059778690338
Tampering with telematics unit (TCU) firmware,Failure to meet contractual requirements,0.0800914317369461
Tampering with telematics unit (TCU) firmware,Loss of GNSS signal,0.24298448860645294
Tampering with telematics unit (TCU) firmware,Weak password,0.2509271800518036
Tampering with telematics unit (TCU) firmware,CAN frame tampering,0.4512366056442261
Tampering with telematics unit (TCU) firmware,Smart key jamming,0.4201994836330414
Tampering with telematics unit (TCU) firmware,Data aggregation and profiling of the driver,0.2244139015674591
Tampering with telematics unit (TCU) firmware,Remote arbitrary code execution on telematics unit (TCU),0.6379894018173218
Tampering with telematics unit (TCU) firmware,Remote access via telematics unit (TCU),0.5980401635169983
Tampering with telematics unit (TCU) firmware,"Message capture, analysis and replay",0.30113375186920166
Tampering with telematics unit (TCU) firmware,Data aggregation and profiling of the vehicle from sensors,0.272741436958313
Tampering with telematics unit (TCU) firmware,Data aggregation and profiling of the vehicle from pseudonymous positions,0.26776495575904846
Tampering with telematics unit (TCU) firmware,Smart key bruteforcing,0.40527981519699097
Tampering with telematics unit (TCU) firmware,Arbitrary code execution on telematics unit (TCU) by tampering the device firmware,0.8583939075469971
Tampering with telematics unit (TCU) firmware,CAN eavesdropping,0.28067269921302795
Tampering with telematics unit (TCU) firmware,Spying and tracking of the driver,0.26898303627967834
Tampering with telematics unit (TCU) firmware,Manipulation of hardware to extract sensitive data,0.46985921263694763
Tampering with telematics unit (TCU) firmware,Tampering with telematics unit (TCU) firmware to extract sensitive data,0.7876582741737366
Tampering with telematics unit (TCU) firmware,Manipulation of firmware in vehicle devices,0.6105223894119263
Tampering with telematics unit (TCU) firmware,Data aggregation and profiling of the vehicle from sensors and/or pseudonymous positions,0.3303712010383606
Tampering with telematics unit (TCU) firmware,GPS spoofing,0.3813060522079468
Tampering with telematics unit (TCU) firmware,Smart key cloning,0.3682018220424652
Tampering with telematics unit (TCU) firmware,V2X message replay,0.2039923518896103
Tampering with telematics unit (TCU) firmware,V2X data tampering,0.3935833275318146
Tampering with telematics unit (TCU) firmware,V2X eavesdropping,0.2187747359275818
Tampering with telematics unit (TCU) firmware,Infotainment reverse engineering and alteration,0.4421904385089874
Tampering with telematics unit (TCU) firmware,Insecure data transfer in OEM and/or car services,0.30031678080558777
Tampering with telematics unit (TCU) firmware,Insufficient deletion of driver data,0.2163235992193222
Tampering with telematics unit (TCU) firmware,Insufficient data quality in OEM and/or car services,0.306532084941864
Tampering with telematics unit (TCU) firmware,Insufficient data breach response from OEM,0.07427920401096344
Tampering with telematics unit (TCU) firmware,Insufficient data structure model to handle driver rights,0.18595561385154724
Tampering with telematics unit (TCU) firmware,"Inappropriate or non-transparent policies, terms and conditions to driver",0.29519134759902954
Tampering with telematics unit (TCU) firmware,Missing or insufficient session expiration,0.17826947569847107
Tampering with telematics unit (TCU) firmware,Inability of driver to access and modify data,0.27636030316352844
Tampering with telematics unit (TCU) firmware,"Sharing, transfer or processing through 3rd party of driver data",0.233470156788826
Remote control via malicious software,USB vulnerabilitiies exploitation,0.24386627972126007
Remote control via malicious software,Car theft,0.3049817979335785
Remote control via malicious software,Mobile app spoofing,0.5671371817588806
Remote control via malicious software,Misleading information in OEM services,0.2812046408653259
Remote control via malicious software,Failure or malfunction of a sensor/actuator,0.30797865986824036
Remote control via malicious software,Failure or disruption of service,0.1915169507265091
Remote control via malicious software,Unauthorised violation of rules and regulations / breach of legislation / abuse of personal data,0.42549192905426025
Remote control via malicious software,Identity theft of driver,0.39107489585876465
Remote control via malicious software,Web application vulnerabilities,0.35594677925109863
Remote control via malicious software,Communication protocol and/or session hijacking,0.392488569021225
Remote control via malicious software,Change of data or car components configuration,0.16411562263965607
Remote control via malicious software,Data loss,0.22993741929531097
Remote control via malicious software,Operator-sided data leakage in OEM and/or car devices,0.38081681728363037
Remote control via malicious software,Using information and/or devices from an unreliable source,0.4522685706615448
Remote control via malicious software,Collection of data not required for the driver-consented purpose,0.24417102336883545
Remote control via malicious software,Failure to meet contractual requirements,0.0312059223651886
Remote control via malicious software,Loss of GNSS signal,0.15936489403247833
Remote control via malicious software,Weak password,0.34847787022590637
Remote control via malicious software,CAN frame tampering,0.4002703130245209
Remote control via malicious software,Smart key jamming,0.498102605342865
Remote control via malicious software,Data aggregation and profiling of the driver,0.16697120666503906
Remote control via malicious software,Remote arbitrary code execution on telematics unit (TCU),0.4676390290260315
Remote control via malicious software,Remote access via telematics unit (TCU),0.3866957426071167
Remote control via malicious software,"Message capture, analysis and replay",0.16272903978824615
Remote control via malicious software,Data aggregation and profiling of the vehicle from sensors,0.21461911499500275
Remote control via malicious software,Data aggregation and profiling of the vehicle from pseudonymous positions,0.264096200466156
Remote control via malicious software,Smart key bruteforcing,0.3701213002204895
Remote control via malicious software,Arbitrary code execution on telematics unit (TCU) by tampering the device firmware,0.5998793840408325
Remote control via malicious software,CAN eavesdropping,0.2773311734199524
Remote control via malicious software,Spying and tracking of the driver,0.29283607006073
Remote control via malicious software,Manipulation of hardware to extract sensitive data,0.5208556056022644
Remote control via malicious software,Tampering with telematics unit (TCU) firmware to extract sensitive data,0.5778586268424988
Remote control via malicious software,Manipulation of firmware in vehicle devices,0.5157443284988403
Remote control via malicious software,Data aggregation and profiling of the vehicle from sensors and/or pseudonymous positions,0.29814931750297546
Remote control via malicious software,GPS spoofing,0.3429816663265228
Remote control via malicious software,Smart key cloning,0.4322507083415985
Remote control via malicious software,V2X message replay,0.19349128007888794
Remote control via malicious software,V2X data tampering,0.4863887131214142
Remote control via malicious software,V2X eavesdropping,0.2682991027832031
Remote control via malicious software,Infotainment reverse engineering and alteration,0.3131163716316223
Remote control via malicious software,Insecure data transfer in OEM and/or car services,0.29826122522354126
Remote control via malicious software,Insufficient deletion of driver data,0.23769906163215637
Remote control via malicious software,Insufficient data quality in OEM and/or car services,0.21183332800865173
Remote control via malicious software,Insufficient data breach response from OEM,0.034344546496868134
Remote control via malicious software,Insufficient data structure model to handle driver rights,0.2110053449869156
Remote control via malicious software,"Inappropriate or non-transparent policies, terms and conditions to driver",0.2651471793651581
Remote control via malicious software,Missing or insufficient session expiration,0.14279747009277344
Remote control via malicious software,Inability of driver to access and modify data,0.256075382232666
Remote control via malicious software,"Sharing, transfer or processing through 3rd party of driver data",0.17560331523418427
USB vulnerabilitiies exploitation,Car theft,0.19514064490795135
USB vulnerabilitiies exploitation,Mobile app spoofing,0.15367008745670319
USB vulnerabilitiies exploitation,Misleading information in OEM services,0.1744573414325714
