sentence1,sentence2,score
CAN bus flooding,Software vulnerabilities exploitation in OEM and/or car services,0.26478350162506104
CAN eavesdropping,CAN frame injection,0.21357223391532898
CAN eavesdropping,CAN frame tampering,0.374408483505249
CAN eavesdropping,Change of data or car components configuration,0.16966046392917633
CAN eavesdropping,Communication protocol hijacking in car devices,0.3024165630340576
CAN eavesdropping,Data aggregation and profiling of driver,0.2937973141670227
CAN eavesdropping,Data loss in OEM and/or car services,0.25445622205734253
CAN eavesdropping,ECU firmware dump,0.19185110926628113
CAN eavesdropping,ECU reflash,0.1357632577419281
CAN eavesdropping,Erroneous use or configuration of car components,0.22767354547977448
CAN eavesdropping,Failure to meet contractual requirements with driver,0.12116867303848267
CAN eavesdropping,Failures or sabotage of car components,0.23046758770942688
CAN eavesdropping,GPS spoofing,0.3079320192337036
CAN eavesdropping,Identity theft of driver,0.24584347009658813
CAN eavesdropping,Infotainment alteration,0.12271834164857864
CAN eavesdropping,Infotainment malware,0.2742408514022827
CAN eavesdropping,Infotainment reverse engineering,0.19616812467575073
CAN eavesdropping,Loss of GNSS signal,0.29773929715156555
CAN eavesdropping,Man-in-the-middle attack / Session hijacking in OEM and/or car services,0.15815457701683044
CAN eavesdropping,Manipulation of information in OEM and/or car services,0.31657397747039795
CAN eavesdropping,Mobile app malware,0.2815527319908142
CAN eavesdropping,Mobile app spoofing,0.2629057765007019
CAN eavesdropping,OEM targeted attacks,0.21190407872200012
CAN eavesdropping,OEM servers information leakage,0.3713359832763672
CAN eavesdropping,Servers violation in OEM services,0.3021337389945984
CAN eavesdropping,Side-channel attacks against car components,0.3208893835544586
CAN eavesdropping,Smart key bruteforcing,0.22743943333625793
CAN eavesdropping,Smart key cloning,0.2055748552083969
CAN eavesdropping,Smart key jamming,0.3069168031215668
CAN eavesdropping,Software vulnerabilities exploitation in OEM and/or car services,0.27087268233299255
CAN eavesdropping,Theft of car,0.136128768324852
CAN eavesdropping,Threats targeting autonomous sensors,0.4146803617477417
CAN eavesdropping,Unauthorised access in OEM and/or car services,0.24263177812099457
CAN eavesdropping,Unreliable sources of information and/or rogue car components,0.2785199284553528
CAN eavesdropping,V2X data tampering,0.28228560090065
CAN eavesdropping,V2X Denial of Service,0.11783260107040405
CAN eavesdropping,V2X eavesdropping,0.6183042526245117
CAN eavesdropping,V2X message replay,0.22656568884849548
CAN eavesdropping,Violation of rules and regulations/Breach of legislation/ Abuse of driver personal data,0.3018617630004883
CAN eavesdropping,Collection of data not required for the driver-consented purpose,0.4064600467681885
CAN eavesdropping,Consent-related issues with driver,0.27739226818084717
CAN eavesdropping,Data aggregation and profiling of driver,0.2937973141670227
CAN eavesdropping,Inability of driver to access and modify data,0.20334471762180328
CAN eavesdropping,"Inappropriate or non-transparent policies, agreements, terms and conditions to driver",0.23888245224952698
CAN eavesdropping,Insecure data transfer in OEM and/or car services,0.32518017292022705
CAN eavesdropping,Insufficient data breach response from OEM,0.1951417624950409
CAN eavesdropping,Insufficient data quality in OEM and/or car services,0.17643840610980988
CAN eavesdropping,Insufficient data structure model to handle driver rights,0.17650963366031647
CAN eavesdropping,Insufficient deletion of driver data,0.2848980724811554
CAN eavesdropping,Misleading content in OEM services,0.17821171879768372
CAN eavesdropping,Operator-sided data leakage in OEM and/or car devices,0.38470742106437683
CAN eavesdropping,Secondary use of driver data,0.3359224796295166
CAN eavesdropping,"Sharing, transfer or processing through 3rd party of driver data",0.2458345890045166
CAN eavesdropping,Software vulnerabilities exploitation in OEM and/or car services,0.27087268233299255
CAN frame injection,CAN frame tampering,0.5150319933891296
CAN frame injection,Change of data or car components configuration,0.24163055419921875
CAN frame injection,Communication protocol hijacking in car devices,0.2483525425195694
CAN frame injection,Data aggregation and profiling of driver,0.2914476990699768
CAN frame injection,Data loss in OEM and/or car services,0.12069668620824814
CAN frame injection,ECU firmware dump,0.3412701189517975
CAN frame injection,ECU reflash,0.21839141845703125
CAN frame injection,Erroneous use or configuration of car components,0.14598160982131958
CAN frame injection,Failure to meet contractual requirements with driver,0.24181681871414185
CAN frame injection,Failures or sabotage of car components,0.20555275678634644
CAN frame injection,GPS spoofing,0.20580151677131653
CAN frame injection,Identity theft of driver,0.2267509400844574
CAN frame injection,Infotainment alteration,0.2538507580757141
CAN frame injection,Infotainment malware,0.36384373903274536
CAN frame injection,Infotainment reverse engineering,0.30647099018096924
CAN frame injection,Loss of GNSS signal,0.1452547162771225
CAN frame injection,Man-in-the-middle attack / Session hijacking in OEM and/or car services,0.22490406036376953
CAN frame injection,Manipulation of information in OEM and/or car services,0.20479360222816467
CAN frame injection,Mobile app malware,0.17640967667102814
CAN frame injection,Mobile app spoofing,0.13883471488952637
CAN frame injection,OEM targeted attacks,0.35493117570877075
CAN frame injection,OEM servers information leakage,0.26923730969429016
CAN frame injection,Servers violation in OEM services,0.32724064588546753
CAN frame injection,Side-channel attacks against car components,0.19823242723941803
CAN frame injection,Smart key bruteforcing,0.40379732847213745
CAN frame injection,Smart key cloning,0.33064672350883484
CAN frame injection,Smart key jamming,0.4065512716770172
CAN frame injection,Software vulnerabilities exploitation in OEM and/or car services,0.24534714221954346
CAN frame injection,Theft of car,0.13466912508010864
CAN frame injection,Threats targeting autonomous sensors,0.21074575185775757
CAN frame injection,Unauthorised access in OEM and/or car services,0.25071805715560913
CAN frame injection,Unreliable sources of information and/or rogue car components,0.07644888013601303
CAN frame injection,V2X data tampering,0.15120834112167358
CAN frame injection,V2X Denial of Service,0.09575596451759338
CAN frame injection,V2X eavesdropping,0.0817069560289383
CAN frame injection,V2X message replay,0.19545045495033264
CAN frame injection,Violation of rules and regulations/Breach of legislation/ Abuse of driver personal data,0.198838472366333
CAN frame injection,Collection of data not required for the driver-consented purpose,0.19144627451896667
CAN frame injection,Consent-related issues with driver,0.24905690550804138
CAN frame injection,Data aggregation and profiling of driver,0.2914476990699768
CAN frame injection,Inability of driver to access and modify data,0.30128926038742065
CAN frame injection,"Inappropriate or non-transparent policies, agreements, terms and conditions to driver",0.20798292756080627
CAN frame injection,Insecure data transfer in OEM and/or car services,0.20989277958869934
CAN frame injection,Insufficient data breach response from OEM,0.08577808737754822
CAN frame injection,Insufficient data quality in OEM and/or car services,0.08534768223762512
CAN frame injection,Insufficient data structure model to handle driver rights,0.1913745403289795
CAN frame injection,Insufficient deletion of driver data,0.1267070770263672
CAN frame injection,Misleading content in OEM services,0.16156530380249023
CAN frame injection,Operator-sided data leakage in OEM and/or car devices,0.2336461842060089
CAN frame injection,Secondary use of driver data,0.15767177939414978
CAN frame injection,"Sharing, transfer or processing through 3rd party of driver data",0.19390073418617249
CAN frame injection,Software vulnerabilities exploitation in OEM and/or car services,0.24534714221954346
CAN frame tampering,Change of data or car components configuration,0.2765986919403076
CAN frame tampering,Communication protocol hijacking in car devices,0.2972453832626343
CAN frame tampering,Data aggregation and profiling of driver,0.18205082416534424
CAN frame tampering,Data loss in OEM and/or car services,0.11190742254257202
CAN frame tampering,ECU firmware dump,0.2500460743904114
CAN frame tampering,ECU reflash,0.2602465748786926
CAN frame tampering,Erroneous use or configuration of car components,0.3799510598182678
CAN frame tampering,Failure to meet contractual requirements with driver,0.22782577574253082
CAN frame tampering,Failures or sabotage of car components,0.33859536051750183
CAN frame tampering,GPS spoofing,0.400004506111145
CAN frame tampering,Identity theft of driver,0.22936385869979858
CAN frame tampering,Infotainment alteration,0.26446181535720825
CAN frame tampering,Infotainment malware,0.32628893852233887
CAN frame tampering,Infotainment reverse engineering,0.3035585284233093
CAN frame tampering,Loss of GNSS signal,0.21071097254753113
CAN frame tampering,Man-in-the-middle attack / Session hijacking in OEM and/or car services,0.24328556656837463
CAN frame tampering,Manipulation of information in OEM and/or car services,0.35149484872817993
CAN frame tampering,Mobile app malware,0.3594179153442383
CAN frame tampering,Mobile app spoofing,0.44671496748924255
CAN frame tampering,OEM targeted attacks,0.2878268361091614
CAN frame tampering,OEM servers information leakage,0.2568519115447998
CAN frame tampering,Servers violation in OEM services,0.33003631234169006
CAN frame tampering,Side-channel attacks against car components,0.28489527106285095
CAN frame tampering,Smart key bruteforcing,0.34661561250686646
CAN frame tampering,Smart key cloning,0.27491021156311035
CAN frame tampering,Smart key jamming,0.38297760486602783
CAN frame tampering,Software vulnerabilities exploitation in OEM and/or car services,0.2859821319580078
CAN frame tampering,Theft of car,0.16153401136398315
CAN frame tampering,Threats targeting autonomous sensors,0.2700730860233307
CAN frame tampering,Unauthorised access in OEM and/or car services,0.24272872507572174
CAN frame tampering,Unreliable sources of information and/or rogue car components,0.2859436273574829
CAN frame tampering,V2X data tampering,0.4226951003074646
CAN frame tampering,V2X Denial of Service,0.03869049996137619
CAN frame tampering,V2X eavesdropping,0.18485623598098755
CAN frame tampering,V2X message replay,0.2251867651939392
CAN frame tampering,Violation of rules and regulations/Breach of legislation/ Abuse of driver personal data,0.3439112603664398
CAN frame tampering,Collection of data not required for the driver-consented purpose,0.3057808578014374
CAN frame tampering,Consent-related issues with driver,0.2622799873352051
CAN frame tampering,Data aggregation and profiling of driver,0.18205082416534424
CAN frame tampering,Inability of driver to access and modify data,0.2875709533691406
CAN frame tampering,"Inappropriate or non-transparent policies, agreements, terms and conditions to driver",0.3168075680732727
CAN frame tampering,Insecure data transfer in OEM and/or car services,0.16338220238685608
CAN frame tampering,Insufficient data breach response from OEM,0.07211141288280487
CAN frame tampering,Insufficient data quality in OEM and/or car services,0.08647063374519348
CAN frame tampering,Insufficient data structure model to handle driver rights,0.16896477341651917
CAN frame tampering,Insufficient deletion of driver data,0.14162717759609222
CAN frame tampering,Misleading content in OEM services,0.37612324953079224
CAN frame tampering,Operator-sided data leakage in OEM and/or car devices,0.21511954069137573
CAN frame tampering,Secondary use of driver data,0.1929698884487152
CAN frame tampering,"Sharing, transfer or processing through 3rd party of driver data",0.19763317704200745
CAN frame tampering,Software vulnerabilities exploitation in OEM and/or car services,0.2859821319580078
Change of data or car components configuration,Communication protocol hijacking in car devices,0.4123440682888031
Change of data or car components configuration,Data aggregation and profiling of driver,0.5053194761276245
Change of data or car components configuration,Data loss in OEM and/or car services,0.46662637591362
Change of data or car components configuration,ECU firmware dump,0.2574213743209839
Change of data or car components configuration,ECU reflash,0.24240824580192566
Change of data or car components configuration,Erroneous use or configuration of car components,0.5660654902458191
Change of data or car components configuration,Failure to meet contractual requirements with driver,0.3138899803161621
Change of data or car components configuration,Failures or sabotage of car components,0.37462955713272095
Change of data or car components configuration,GPS spoofing,0.25429797172546387
Change of data or car components configuration,Identity theft of driver,0.3711778223514557
Change of data or car components configuration,Infotainment alteration,0.7791684865951538
Change of data or car components configuration,Infotainment malware,0.3130477964878082
Change of data or car components configuration,Infotainment reverse engineering,0.4731293022632599
Change of data or car components configuration,Loss of GNSS signal,0.20483672618865967
Change of data or car components configuration,Man-in-the-middle attack / Session hijacking in OEM and/or car services,0.25400933623313904
Change of data or car components configuration,Manipulation of information in OEM and/or car services,0.45803913474082947
Change of data or car components configuration,Mobile app malware,0.07970034331083298
Change of data or car components configuration,Mobile app spoofing,0.21598732471466064
Change of data or car components configuration,OEM targeted attacks,0.15906067192554474
Change of data or car components configuration,OEM servers information leakage,0.21246425807476044
Change of data or car components configuration,Servers violation in OEM services,0.19885405898094177
Change of data or car components configuration,Side-channel attacks against car components,0.45424383878707886
Change of data or car components configuration,Smart key bruteforcing,0.2097111940383911
Change of data or car components configuration,Smart key cloning,0.12027257680892944
Change of data or car components configuration,Smart key jamming,0.22616201639175415
Change of data or car components configuration,Software vulnerabilities exploitation in OEM and/or car services,0.3540648818016052
Change of data or car components configuration,Theft of car,0.398490309715271
Change of data or car components configuration,Threats targeting autonomous sensors,0.1807011067867279
Change of data or car components configuration,Unauthorised access in OEM and/or car services,0.3812671899795532
Change of data or car components configuration,Unreliable sources of information and/or rogue car components,0.4574996531009674
Change of data or car components configuration,V2X data tampering,0.1731216311454773
Change of data or car components configuration,V2X Denial of Service,-0.000893961638212204
Change of data or car components configuration,V2X eavesdropping,0.10324851423501968
Change of data or car components configuration,V2X message replay,0.13658863306045532
Change of data or car components configuration,Violation of rules and regulations/Breach of legislation/ Abuse of driver personal data,0.2808435559272766
Change of data or car components configuration,Collection of data not required for the driver-consented purpose,0.44405215978622437
Change of data or car components configuration,Consent-related issues with driver,0.39694011211395264
Change of data or car components configuration,Data aggregation and profiling of driver,0.5053194761276245
Change of data or car components configuration,Inability of driver to access and modify data,0.5263410210609436
Change of data or car components configuration,"Inappropriate or non-transparent policies, agreements, terms and conditions to driver",0.38799649477005005
Change of data or car components configuration,Insecure data transfer in OEM and/or car services,0.36342278122901917
Change of data or car components configuration,Insufficient data breach response from OEM,-0.04293153062462807
Change of data or car components configuration,Insufficient data quality in OEM and/or car services,0.3733457922935486
Change of data or car components configuration,Insufficient data structure model to handle driver rights,0.38233819603919983
Change of data or car components configuration,Insufficient deletion of driver data,0.2999967336654663
Change of data or car components configuration,Misleading content in OEM services,0.2614896297454834
Change of data or car components configuration,Operator-sided data leakage in OEM and/or car devices,0.4339328408241272
Change of data or car components configuration,Secondary use of driver data,0.40200895071029663
Change of data or car components configuration,"Sharing, transfer or processing through 3rd party of driver data",0.39553532004356384
Change of data or car components configuration,Software vulnerabilities exploitation in OEM and/or car services,0.3540648818016052
Communication protocol hijacking in car devices,Data aggregation and profiling of driver,0.360521137714386
Communication protocol hijacking in car devices,Data loss in OEM and/or car services,0.45119792222976685
Communication protocol hijacking in car devices,ECU firmware dump,0.20220118761062622
Communication protocol hijacking in car devices,ECU reflash,0.06666933745145798
Communication protocol hijacking in car devices,Erroneous use or configuration of car components,0.5095643401145935
Communication protocol hijacking in car devices,Failure to meet contractual requirements with driver,0.2723369598388672
Communication protocol hijacking in car devices,Failures or sabotage of car components,0.6072664260864258
Communication protocol hijacking in car devices,GPS spoofing,0.3535119891166687
Communication protocol hijacking in car devices,Identity theft of driver,0.6357920169830322
Communication protocol hijacking in car devices,Infotainment alteration,0.3182653784751892
Communication protocol hijacking in car devices,Infotainment malware,0.5034114122390747
Communication protocol hijacking in car devices,Infotainment reverse engineering,0.46693918108940125
Communication protocol hijacking in car devices,Loss of GNSS signal,0.1773303598165512
Communication protocol hijacking in car devices,Man-in-the-middle attack / Session hijacking in OEM and/or car services,0.5901339054107666
Communication protocol hijacking in car devices,Manipulation of information in OEM and/or car services,0.6701071262359619
Communication protocol hijacking in car devices,Mobile app malware,0.377428263425827
Communication protocol hijacking in car devices,Mobile app spoofing,0.41079363226890564
Communication protocol hijacking in car devices,OEM targeted attacks,0.05181894823908806
Communication protocol hijacking in car devices,OEM servers information leakage,0.30308765172958374
Communication protocol hijacking in car devices,Servers violation in OEM services,0.27034813165664673
Communication protocol hijacking in car devices,Side-channel attacks against car components,0.5172483921051025
Communication protocol hijacking in car devices,Smart key bruteforcing,0.3258461356163025
Communication protocol hijacking in car devices,Smart key cloning,0.31759610772132874
Communication protocol hijacking in car devices,Smart key jamming,0.5319710969924927
Communication protocol hijacking in car devices,Software vulnerabilities exploitation in OEM and/or car services,0.5691527724266052
Communication protocol hijacking in car devices,Theft of car,0.7158240079879761
Communication protocol hijacking in car devices,Threats targeting autonomous sensors,0.2871818542480469
Communication protocol hijacking in car devices,Unauthorised access in OEM and/or car services,0.5692754983901978
Communication protocol hijacking in car devices,Unreliable sources of information and/or rogue car components,0.4762119650840759
Communication protocol hijacking in car devices,V2X data tampering,0.3555411100387573
Communication protocol hijacking in car devices,V2X Denial of Service,0.15286201238632202
Communication protocol hijacking in car devices,V2X eavesdropping,0.2940892279148102
Communication protocol hijacking in car devices,V2X message replay,0.219557985663414
Communication protocol hijacking in car devices,Violation of rules and regulations/Breach of legislation/ Abuse of driver personal data,0.508545994758606
Communication protocol hijacking in car devices,Collection of data not required for the driver-consented purpose,0.33828896284103394
Communication protocol hijacking in car devices,Consent-related issues with driver,0.3283013105392456
Communication protocol hijacking in car devices,Data aggregation and profiling of driver,0.360521137714386
Communication protocol hijacking in car devices,Inability of driver to access and modify data,0.39947831630706787
Communication protocol hijacking in car devices,"Inappropriate or non-transparent policies, agreements, terms and conditions to driver",0.4132125675678253
Communication protocol hijacking in car devices,Insecure data transfer in OEM and/or car services,0.5584821701049805
Communication protocol hijacking in car devices,Insufficient data breach response from OEM,-0.05238471180200577
Communication protocol hijacking in car devices,Insufficient data quality in OEM and/or car services,0.31085705757141113
Communication protocol hijacking in car devices,Insufficient data structure model to handle driver rights,0.3844985365867615
Communication protocol hijacking in car devices,Insufficient deletion of driver data,0.2730207145214081
Communication protocol hijacking in car devices,Misleading content in OEM services,0.20593608915805817
Communication protocol hijacking in car devices,Operator-sided data leakage in OEM and/or car devices,0.6048151254653931
Communication protocol hijacking in car devices,Secondary use of driver data,0.38442158699035645
Communication protocol hijacking in car devices,"Sharing, transfer or processing through 3rd party of driver data",0.42379775643348694
Communication protocol hijacking in car devices,Software vulnerabilities exploitation in OEM and/or car services,0.5691527724266052
Data aggregation and profiling of driver,Data loss in OEM and/or car services,0.3388260006904602
Data aggregation and profiling of driver,ECU firmware dump,0.11838369816541672
Data aggregation and profiling of driver,ECU reflash,0.05769187957048416
Data aggregation and profiling of driver,Erroneous use or configuration of car components,0.28351283073425293
Data aggregation and profiling of driver,Failure to meet contractual requirements with driver,0.302290141582489
Data aggregation and profiling of driver,Failures or sabotage of car components,0.2770657241344452
Data aggregation and profiling of driver,GPS spoofing,0.21869230270385742
Data aggregation and profiling of driver,Identity theft of driver,0.4722476899623871
Data aggregation and profiling of driver,Infotainment alteration,0.3666136860847473
Data aggregation and profiling of driver,Infotainment malware,0.34967073798179626
Data aggregation and profiling of driver,Infotainment reverse engineering,0.3170424699783325
Data aggregation and profiling of driver,Loss of GNSS signal,0.0264628604054451
Data aggregation and profiling of driver,Man-in-the-middle attack / Session hijacking in OEM and/or car services,0.20015794038772583
Data aggregation and profiling of driver,Manipulation of information in OEM and/or car services,0.42350858449935913
Data aggregation and profiling of driver,Mobile app malware,0.13795378804206848
Data aggregation and profiling of driver,Mobile app spoofing,0.12243741005659103
Data aggregation and profiling of driver,OEM targeted attacks,0.225459486246109
Data aggregation and profiling of driver,OEM servers information leakage,0.18801933526992798
Data aggregation and profiling of driver,Servers violation in OEM services,0.18649187684059143
Data aggregation and profiling of driver,Side-channel attacks against car components,0.3229403793811798
Data aggregation and profiling of driver,Smart key bruteforcing,0.2261301428079605
Data aggregation and profiling of driver,Smart key cloning,0.14939437806606293
Data aggregation and profiling of driver,Smart key jamming,0.24423010647296906
Data aggregation and profiling of driver,Software vulnerabilities exploitation in OEM and/or car services,0.4022710919380188
Data aggregation and profiling of driver,Theft of car,0.31623536348342896
Data aggregation and profiling of driver,Threats targeting autonomous sensors,0.3214699923992157
Data aggregation and profiling of driver,Unauthorised access in OEM and/or car services,0.2972455620765686
Data aggregation and profiling of driver,Unreliable sources of information and/or rogue car components,0.25801098346710205
Data aggregation and profiling of driver,V2X data tampering,0.08998031169176102
Data aggregation and profiling of driver,V2X Denial of Service,0.017420634627342224
Data aggregation and profiling of driver,V2X eavesdropping,0.183174729347229
Data aggregation and profiling of driver,V2X message replay,0.09705810993909836
Data aggregation and profiling of driver,Violation of rules and regulations/Breach of legislation/ Abuse of driver personal data,0.42747044563293457
Data aggregation and profiling of driver,Collection of data not required for the driver-consented purpose,0.47787871956825256
Data aggregation and profiling of driver,Consent-related issues with driver,0.4569099247455597
Data aggregation and profiling of driver,Data aggregation and profiling of driver,1.0
Data aggregation and profiling of driver,Inability of driver to access and modify data,0.4537443518638611
Data aggregation and profiling of driver,"Inappropriate or non-transparent policies, agreements, terms and conditions to driver",0.33031773567199707
Data aggregation and profiling of driver,Insecure data transfer in OEM and/or car services,0.3926217555999756
Data aggregation and profiling of driver,Insufficient data breach response from OEM,0.012228650972247124
Data aggregation and profiling of driver,Insufficient data quality in OEM and/or car services,0.335496723651886
Data aggregation and profiling of driver,Insufficient data structure model to handle driver rights,0.4949762225151062
